life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
70.13,7.61,13.48,29416.69,0.7465,High
68.3,4.33,9.31,2776.2,0.5317,Low
58.05,1.95,7.09,1195.21,0.3859,Low
68.84,7.88,11.55,26153.89,0.717,High
72.04,8.27,12.97,14033.28,0.7244,High
75.27,6.8,14.75,19793.57,0.756,High
68.66,10.81,12.98,17307.93,0.749,High
62.51,6.59,11.8,6545.98,0.6092,Medium
58.67,2.33,4.4,971.88,0.3444,Low
71.77,8.33,12.12,11585.64,0.7056,High
58.69,4.66,8.45,8770.58,0.5393,Low
51.43,3.62,5.19,793.87,0.3421,Low
62.8,7.82,10.54,5976.73,0.6084,Medium
79.61,9.85,14.46,66907.97,0.8698,Very High
76.75,7.24,13.33,20390.7,0.7542,High
69.41,7.6,13.69,9382.34,0.6914,Medium
74.1,7.61,12.57,25956.34,0.7497,High
71.47,9.15,13.94,25363.58,0.7711,High
56.77,3.16,5.38,3238.4,0.423,Low
77.87,13.17,14.38,59041.51,0.8961,Very High
59.51,4.05,10.48,5991.73,0.543,Low
73.61,7.93,10.9,22472.38,0.726,High
60.73,7.56,7.68,10239.58,0.5886,Medium
76.43,10.53,16.14,58883.62,0.8745,Very High
53.12,6.2,8.33,3124.49,0.4877,Low
73.79,11.0,14.92,11100.41,0.7719,High
68.69,8.86,13.96,20992.44,0.7448,High
79.58,14.49,17.5,52545.48,0.9437,Very High
76.42,11.98,15.22,62078.42,0.885,Very High
75.36,9.9,13.87,30069.64,0.8068,Very High
76.13,8.08,10.68,21338.82,0.7343,High
70.4,10.19,12.73,30845.7,0.7749,High
72.45,10.09,13.47,10708.5,0.7397,High
56.4,4.84,9.99,10212.06,0.5559,Medium
49.43,3.46,5.39,401.44,0.2932,Low
44.46,1.47,3.68,1378.31,0.2826,Low
62.98,6.13,10.84,6269.69,0.5934,Medium
72.22,10.27,13.63,10925.87,0.7433,High
73.66,11.97,17.03,38589.59,0.8652,Very High
81.94,12.25,14.5,37795.71,0.8849,Very High
51.19,1.37,6.08,2372.35,0.3665,Low
80.5,14.56,15.56,66190.0,0.9428,Very High
82.16,10.04,15.29,39427.6,0.8688,Very High
65.92,5.51,12.04,3482.78,0.5812,Medium
77.91,9.89,16.71,37606.52,0.8588,Very High
74.74,8.33,10.45,28953.64,0.7426,High
73.19,7.33,13.83,27006.89,0.7577,High
59.64,6.95,11.62,9267.02,0.6138,Medium
50.97,2.72,6.15,1605.39,0.3739,Low
52.05,4.01,5.15,636.01,0.3365,Low
49.11,5.06,4.8,2560.79,0.4046,Low
67.81,10.62,14.77,18093.95,0.7614,High
64.2,3.81,9.35,5741.4,0.5439,Low
52.75,4.24,8.33,3187.86,0.4613,Low
49.46,4.23,7.35,1782.86,0.4083,Low
57.07,1.14,6.96,3483.33,0.4135,Low
70.22,5.91,12.49,29342.22,0.7118,High
55.47,4.62,9.24,726.94,0.4065,Low
60.24,0.0,8.4,3181.74,0.4227,Low
69.38,9.84,15.59,13535.72,0.754,High
75.74,12.58,15.87,47102.13,0.8819,Very High
58.6,1.87,5.97,3407.89,0.4164,Low
69.34,6.18,13.45,21214.23,0.7087,High
63.7,6.44,7.71,9976.46,0.5852,Medium
72.52,6.92,12.6,15257.34,0.7089,High
59.26,8.1,9.06,4069.0,0.5608,Medium
57.53,6.53,10.23,4021.13,0.5448,Low
63.36,4.19,11.36,9083.56,0.5915,Medium
66.81,6.35,12.17,8171.87,0.6409,Medium
63.54,7.15,10.43,3432.53,0.5739,Medium
85.87,9.66,17.27,68980.81,0.9251,Very High
52.46,4.26,5.06,1469.15,0.3855,Low
67.93,7.61,12.39,11960.53,0.6829,Medium
68.6,3.63,7.1,9448.44,0.5468,Low
81.8,12.71,16.62,69736.99,0.9408,Very High
84.24,9.96,15.2,64638.9,0.8998,Very High
60.81,3.76,8.11,3184.98,0.4864,Low
71.06,8.65,12.78,17417.98,0.7331,High
52.55,2.85,7.85,2609.15,0.4259,Low
70.63,3.78,10.73,4897.45,0.5791,Medium
60.03,3.4,12.12,7684.84,0.5664,Medium
59.92,6.06,8.32,11121.9,0.5742,Medium
73.68,10.19,12.3,14078.24,0.7492,High
76.0,10.03,15.88,58804.39,0.8633,Very High
51.62,1.05,4.92,1395.74,0.3216,Low
80.18,13.49,14.91,42818.27,0.9013,Very High
50.22,1.85,8.09,2232.58,0.3969,Low
52.88,3.24,7.3,560.13,0.3446,Low
53.12,4.44,8.03,1144.72,0.4113,Low
60.32,5.84,11.67,8074.68,0.5976,Medium
65.95,3.39,10.24,10273.4,0.5815,Medium
76.34,10.28,14.69,13626.69,0.7846,High
59.73,4.37,6.94,1704.2,0.4458,Low
49.22,3.55,6.34,2665.22,0.4034,Low
78.65,14.01,18.39,30546.82,0.9103,Very High
69.36,9.84,13.79,16218.53,0.7459,High
50.58,2.27,5.49,2312.99,0.3706,Low
55.89,2.94,7.97,3591.17,0.457,Low
69.99,9.85,12.68,12839.7,0.7268,High
73.13,7.96,12.48,23264.58,0.7438,High
69.31,6.45,10.13,5553.04,0.6112,Medium
83.63,13.78,17.02,70894.87,0.9672,Very High
63.6,5.32,10.52,10032.55,0.6029,Medium
78.16,12.43,17.46,60018.69,0.9195,Very High
62.77,6.32,10.46,3816.68,0.566,Medium
73.73,8.54,11.2,12040.1,0.7089,High
73.21,10.19,14.99,19398.22,0.7896,High
70.06,6.96,15.41,13840.79,0.7234,High
75.75,14.2,16.41,79498.04,0.9271,Very High
52.23,4.96,4.37,778.81,0.3533,Low
81.64,14.67,14.94,51695.38,0.9318,Very High
73.92,11.6,14.04,20958.31,0.8043,Very High
85.09,14.39,18.19,29821.15,0.9447,Very High
60.92,3.74,5.93,1958.23,0.4342,Low
75.04,9.6,12.09,24745.55,0.7732,High
69.18,8.52,11.26,22451.02,0.7174,High
75.42,12.08,15.13,45786.49,0.866,Very High
48.16,4.02,6.49,961.58,0.3598,Low
69.52,4.45,10.33,10054.24,0.6134,Medium
78.13,12.21,15.26,48912.46,0.8858,Very High
71.52,10.41,14.83,23268.27,0.7912,High
74.72,12.47,11.39,28379.71,0.8071,Very High
61.18,6.18,8.49,5104.95,0.5499,Low
53.74,4.86,6.82,2370.19,0.4435,Low
53.63,4.68,5.99,842.64,0.3773,Low
58.99,4.65,11.18,7171.07,0.5649,Medium
75.77,11.22,14.84,65752.03,0.8712,Very High
77.31,13.86,16.91,60760.07,0.9266,Very High
62.36,4.14,6.78,2367.87,0.4666,Low
65.68,6.87,11.66,3344.1,0.5906,Medium
53.95,2.46,7.39,1136.85,0.3804,Low
75.01,8.2,12.57,20703.93,0.7514,High
74.03,10.33,11.1,31704.0,0.7786,High
74.61,9.46,14.38,15430.26,0.7703,High
81.97,10.39,17.43,63528.65,0.9174,Very High
85.03,11.3,14.87,58982.46,0.913,Very High
74.5,13.09,16.04,67751.49,0.8996,Very High
75.09,8.64,12.34,18764.87,0.7505,High
58.38,1.79,5.75,2245.24,0.3934,Low
53.16,2.23,5.22,1497.78,0.3577,Low
81.46,9.65,17.63,67660.37,0.9107,Very High
60.68,4.73,8.04,313.85,0.3453,Low
61.59,2.06,5.87,2771.05,0.4207,Low
75.17,10.23,17.16,68899.35,0.8816,Very High
67.26,7.11,11.32,15812.68,0.6743,Medium
74.98,8.05,12.03,15541.45,0.7296,High
77.38,8.77,11.14,29014.53,0.7692,High
48.02,4.48,8.54,2118.86,0.4251,Low
74.75,11.78,15.27,62879.5,0.8748,Very High
82.48,15.0,16.63,65178.14,0.9673,Very High
66.93,7.05,8.9,4564.02,0.5857,Medium
50.33,3.5,4.36,2078.59,0.3704,Low
62.51,6.5,9.04,3039.42,0.5404,Low
62.17,3.59,10.99,6948.04,0.5611,Medium
75.79,13.17,16.62,55771.01,0.9039,Very High
48.75,3.76,6.8,2850.99,0.4128,Low
70.25,10.04,14.46,20840.97,0.7714,High
77.66,11.29,16.68,32026.89,0.8658,Very High
61.53,5.16,9.47,3999.42,0.537,Low
73.99,12.49,15.05,38971.82,0.8549,Very High
74.08,8.92,14.4,18617.11,0.7709,High
53.94,4.29,4.36,1431.96,0.3814,Low
58.53,1.45,8.94,2945.39,0.448,Low
81.21,11.5,14.89,57074.84,0.8961,Very High
78.5,13.36,16.51,53864.21,0.9177,Very High
56.83,4.19,3.31,3590.07,0.4141,Low
67.35,4.28,8.06,3135.04,0.5179,Low
68.16,7.11,11.51,7670.5,0.6467,Medium
49.13,1.97,6.36,3120.08,0.3836,Low
62.0,7.57,8.76,4923.13,0.5733,Medium
85.39,10.64,17.94,61427.91,0.9388,Very High
73.89,8.69,10.77,13581.69,0.7128,High
75.23,12.51,16.56,64265.71,0.8996,Very High
65.51,6.39,11.27,9515.52,0.6328,Medium
85.93,11.3,17.83,33377.24,0.9147,Very High
59.55,3.34,11.17,11213.35,0.5678,Medium
75.8,15.0,16.24,65266.43,0.9281,Very High
82.08,11.62,15.71,50842.79,0.9047,Very High
77.18,10.56,14.32,24544.42,0.8184,Very High
69.12,7.08,14.16,12065.08,0.7009,High
50.55,5.15,4.11,1826.34,0.3892,Low
55.88,2.34,4.98,3215.36,0.3971,Low
72.76,8.5,10.69,16037.01,0.7122,High
53.24,1.45,6.97,2497.15,0.3918,Low
72.22,10.52,14.13,27591.19,0.7974,High
62.38,0.92,5.22,2466.09,0.3813,Low
62.45,5.5,10.3,9442.43,0.5951,Medium
64.16,6.05,10.43,10490.8,0.6168,Medium
61.99,1.8,3.45,2103.77,0.3591,Low
72.25,8.61,11.23,9487.68,0.6919,Medium
62.67,5.47,10.42,10058.63,0.5997,Medium
75.71,10.1,12.2,20536.28,0.7751,High
55.53,2.48,4.45,3119.5,0.3884,Low
77.11,13.59,14.88,52331.59,0.8962,Very High
53.41,2.96,4.65,396.28,0.2898,Low
57.24,5.65,9.15,8643.24,0.5548,Medium
82.22,11.09,16.77,60868.79,0.9184,Very High
75.17,10.2,11.44,11898.04,0.7386,High
60.23,6.36,12.45,8951.92,0.6166,Medium
48.5,2.29,8.02,2125.93,0.3927,Low
75.11,8.65,14.65,28350.94,0.7951,High
71.35,8.76,12.28,26741.31,0.7502,High
62.86,6.24,10.37,5082.55,0.5789,Medium
71.35,10.89,12.1,9128.4,0.7221,High
71.21,10.68,13.76,25380.98,0.7865,High
60.26,7.4,12.51,3019.27,0.5744,Medium
78.43,10.13,15.68,20600.99,0.824,Very High
48.91,4.22,4.82,542.06,0.3147,Low
58.41,2.21,8.27,2728.77,0.4474,Low
67.57,9.69,12.2,10448.04,0.698,Medium
68.39,7.62,12.34,27142.41,0.7219,High
84.0,13.06,17.24,49811.02,0.9452,Very High
81.39,14.5,14.8,58336.25,0.9332,Very High
81.76,13.56,16.55,37069.57,0.9182,Very High
81.22,11.85,17.95,38925.06,0.9119,Very High
79.59,12.9,14.35,50987.81,0.8944,Very High
60.04,4.4,11.11,7368.44,0.5668,Medium
67.94,10.03,13.38,14335.08,0.7309,High
49.8,5.89,6.33,1406.96,0.4084,Low
71.2,7.71,12.52,28056.66,0.7402,High
59.87,5.0,7.93,4227.31,0.512,Low
62.89,6.9,11.98,7898.59,0.6258,Medium
47.63,4.15,8.85,3222.46,0.4408,Low
66.29,4.27,11.29,11363.4,0.6145,Medium
78.31,12.81,17.39,61045.76,0.9248,Very High
69.86,8.84,13.98,27801.48,0.7636,High
69.37,5.99,6.55,6396.42,0.5668,Medium
73.29,9.74,12.8,18348.49,0.76,High
78.59,10.48,15.23,42152.77,0.8597,Very High
49.35,2.61,7.22,1124.54,0.3621,Low
46.52,3.98,9.97,1395.8,0.4053,Low
73.99,7.84,13.22,29766.58,0.7657,High
73.2,9.44,12.95,16284.34,0.7516,High
55.79,2.42,5.14,3325.45,0.4024,Low
49.52,2.39,8.43,2120.33,0.4036,Low
83.97,15.0,15.93,46839.88,0.9516,Very High
71.38,7.73,8.08,11523.81,0.649,Medium
78.69,14.54,14.89,56967.39,0.9194,Very High
67.76,5.96,9.72,2885.43,0.5593,Medium
59.28,1.93,4.01,586.05,0.305,Low
70.76,8.81,13.88,30318.66,0.7706,High
81.7,12.9,15.02,38649.42,0.8978,Very High
81.3,11.27,15.11,38113.02,0.8766,Very High
75.14,8.91,13.3,11189.52,0.7385,High
70.23,3.79,7.23,5642.92,0.5362,Low
67.97,5.12,10.06,5530.59,0.5862,Medium
72.34,8.27,12.07,17540.83,0.7268,High
70.31,8.14,13.21,26088.93,0.746,High
69.94,8.69,12.92,15104.0,0.7229,High
53.52,3.05,6.91,397.0,0.3159,Low
59.94,8.24,8.55,2686.31,0.5388,Low
45.31,1.77,4.87,3050.87,0.3394,Low
61.23,3.45,4.63,1068.81,0.3809,Low
84.31,11.77,17.69,67511.07,0.9511,Very High
60.22,6.06,12.09,10848.42,0.6176,Medium
75.35,11.67,15.47,64451.57,0.88,Very High
82.31,13.12,15.64,65796.98,0.9357,Very High
57.75,5.45,9.0,2372.67,0.4931,Low
59.37,8.34,9.69,3666.28,0.5649,Medium
53.95,1.4,8.26,3493.79,0.4261,Low
69.21,7.76,12.62,26424.97,0.7298,High
50.99,1.43,8.81,2012.46,0.3984,Low
69.64,9.11,11.67,15037.58,0.7134,High
73.34,8.5,13.31,17880.64,0.7488,High
75.56,12.63,17.04,36157.49,0.8795,Very High
68.2,10.71,14.03,26555.54,0.7758,High
61.93,6.18,11.28,4782.07,0.5805,Medium
79.72,11.18,14.51,40128.14,0.8643,Very High
67.99,9.84,13.81,16878.43,0.741,High
58.35,8.49,10.98,8872.65,0.6172,Medium
53.68,2.18,8.13,2326.74,0.419,Low
66.36,4.06,11.32,5650.54,0.5803,Medium
80.26,14.58,15.82,61437.11,0.9406,Very High
69.58,6.3,10.36,8258.36,0.6325,Medium
68.36,4.76,8.06,6195.81,0.5619,Medium
54.03,2.9,6.38,1043.51,0.3704,Low
47.69,4.51,5.17,1966.75,0.3833,Low
62.35,5.29,8.49,3460.17,0.5239,Low
73.33,9.8,14.12,21823.72,0.7828,High
58.77,3.17,9.16,1566.57,0.4469,Low
61.98,6.4,8.42,7386.43,0.5725,Medium
84.29,15.0,15.82,31483.37,0.9312,Very High
81.41,10.23,13.15,37528.95,0.8423,Very High
44.67,6.05,9.24,882.48,0.3853,Low
60.94,3.86,5.21,2217.14,0.432,Low
83.22,12.4,14.59,61119.05,0.9172,Very High
59.96,5.94,11.71,8523.72,0.6,Medium
56.08,3.63,7.64,1340.54,0.4171,Low
79.2,11.49,17.63,54425.24,0.9111,Very High
75.52,9.62,14.22,11709.24,0.7604,High
48.94,1.84,9.27,1691.51,0.3929,Low
75.16,7.58,14.59,23911.18,0.773,High
65.44,5.21,10.33,2640.69,0.5421,Low
73.26,8.01,13.89,11896.66,0.7281,High
58.25,6.84,9.19,6467.99,0.5637,Medium
71.63,8.97,14.41,11023.97,0.7335,High
46.7,2.92,4.52,1690.93,0.3393,Low
76.77,14.76,14.46,34323.22,0.8829,Very High
75.03,12.14,15.78,71124.41,0.8913,Very High
60.6,6.74,11.2,8843.54,0.6097,Medium
79.89,12.77,15.92,49436.45,0.9083,Very High
66.22,6.75,9.39,7103.91,0.606,Medium
58.9,4.1,8.85,3133.09,0.492,Low
74.31,9.42,13.92,16196.75,0.7663,High
80.2,11.59,14.64,46657.82,0.8802,Very High
62.34,5.18,7.34,3302.57,0.506,Low
61.49,8.31,7.66,2960.73,0.5428,Low
62.18,7.03,9.91,4422.27,0.5742,Medium
78.51,14.33,15.15,49242.85,0.9115,Very High
73.13,10.69,11.78,31569.2,0.7861,High
77.81,11.6,16.3,56360.46,0.8939,Very High
55.61,3.44,5.15,2977.71,0.4167,Low
79.13,15.0,15.58,42577.34,0.919,Very High
49.11,2.24,4.67,1029.99,0.3183,Low
60.93,4.53,10.94,7893.13,0.5739,Medium
67.64,4.98,10.02,3332.54,0.5566,Medium
81.05,13.91,17.13,64961.75,0.9522,Very High
74.14,10.21,12.27,13641.27,0.7496,High
70.7,8.04,11.41,11568.45,0.6892,Medium
65.82,6.37,9.17,8714.21,0.6058,Medium
58.89,3.32,9.98,3801.06,0.5033,Low
76.63,12.11,15.16,48834.82,0.8759,Very High
69.39,6.27,9.67,7807.19,0.6204,Medium
49.33,4.18,7.13,2642.2,0.4222,Low
71.47,7.85,13.94,12043.07,0.7191,High
65.98,3.11,11.97,3661.64,0.5516,Medium
47.93,2.99,4.24,2058.32,0.3496,Low
60.91,4.99,10.9,8499.83,0.5831,Medium
81.87,13.4,14.8,60905.72,0.9247,Very High
71.54,9.02,13.36,31163.56,0.773,High
62.76,6.59,8.74,5948.21,0.5726,Medium
87.94,14.31,17.45,72507.57,0.9854,Very High
55.12,1.25,7.1,2823.56,0.4024,Low
76.69,14.91,14.69,73992.23,0.9235,Very High
80.59,14.09,14.92,79213.47,0.9375,Very High
50.2,4.64,8.08,2542.51,0.4416,Low
48.32,4.76,5.21,2326.08,0.3976,Low
61.11,7.68,9.43,7311.13,0.5965,Medium
52.94,2.14,4.56,1610.45,0.3479,Low
61.14,6.95,9.51,10059.0,0.6024,Medium
66.0,4.27,9.93,9382.47,0.5877,Medium
48.18,0.8,7.58,2245.69,0.3643,Low
78.92,10.73,15.35,66282.69,0.8869,Very High
81.22,14.66,15.95,49748.16,0.9372,Very High
56.68,4.52,3.96,1360.15,0.3871,Low
71.76,8.98,12.18,30104.66,0.7593,High
54.18,0.75,6.37,1314.37,0.3457,Low
77.83,14.33,15.83,37310.69,0.9004,Very High
75.47,15.0,15.8,29749.0,0.8834,Very High
47.89,2.08,7.02,1662.06,0.3639,Low
61.42,4.43,9.75,3868.69,0.528,Low
69.26,9.19,13.13,33846.68,0.7648,High
67.12,7.91,12.31,22736.33,0.7114,High
77.19,11.87,16.69,32621.09,0.8711,Very High
73.58,8.41,14.7,22585.26,0.7746,High
67.88,3.8,8.95,2502.58,0.5124,Low
68.64,9.96,13.78,28522.87,0.7701,High
71.52,8.76,9.21,23714.36,0.7105,High
79.19,12.33,16.96,75919.82,0.9295,Very High
84.07,13.02,15.5,71024.79,0.9455,Very High
77.53,12.18,15.08,33940.55,0.863,Very High
78.13,12.15,15.75,51784.05,0.8926,Very High
70.31,8.6,13.85,9880.51,0.7118,High
66.38,4.41,11.63,2558.55,0.5476,Low
75.7,13.43,15.17,46234.24,0.8837,Very High
61.64,6.59,10.72,9118.31,0.609,Medium
47.56,2.36,6.65,878.13,0.3322,Low
60.05,3.31,4.56,1347.43,0.3858,Low
55.34,2.68,5.02,366.66,0.29,Low
67.28,10.44,14.79,31754.63,0.7831,High
79.78,12.96,14.66,57716.37,0.9049,Very High
50.28,4.13,7.91,338.1,0.3129,Low
76.38,12.38,12.63,66029.54,0.866,Very High
56.69,3.73,7.68,2729.9,0.4567,Low
65.24,4.1,11.29,5818.8,0.5772,Medium
75.16,8.23,13.78,30698.45,0.7843,High
82.36,12.15,15.23,65529.98,0.9198,Very High
68.47,10.14,13.52,26034.02,0.7646,High
67.59,6.56,10.61,16818.39,0.6626,Medium
62.54,4.97,8.38,4886.73,0.5351,Low
61.34,5.65,7.51,3718.41,0.5167,Low
67.41,5.31,10.46,7744.52,0.6075,Medium
76.24,10.66,12.32,20505.35,0.7859,High
62.37,5.47,10.74,7378.13,0.5883,Medium
74.95,10.4,17.59,43856.8,0.8658,Very High
69.47,7.16,8.36,5754.28,0.6031,Medium
60.02,2.01,7.24,1188.22,0.3951,Low
78.93,11.55,14.79,59772.88,0.8866,Very High
74.59,7.23,14.37,10731.93,0.7241,High
51.45,3.77,8.38,751.75,0.3753,Low
70.42,9.74,12.42,21154.93,0.749,High
85.55,11.47,15.75,55657.86,0.9216,Very High
71.2,8.55,13.41,24215.56,0.7544,High
69.68,6.1,10.79,5304.53,0.6132,Medium
72.36,7.52,14.17,22181.74,0.7509,High
68.19,8.84,11.56,19981.53,0.7149,High
81.31,10.27,17.52,54186.45,0.906,Very High
60.51,1.52,6.59,3341.84,0.4258,Low
52.77,1.97,4.44,1664.95,0.3434,Low
53.6,3.27,6.67,1131.54,0.382,Low
81.22,13.69,17.44,65497.5,0.9539,Very High
81.3,14.93,14.3,54757.04,0.9297,Very High
71.4,7.88,14.03,12687.73,0.7227,High
83.36,12.81,14.58,61981.45,0.9235,Very High
82.29,9.32,16.44,67554.23,0.8978,Very High
74.0,8.55,11.73,21198.26,0.7433,High
78.08,12.17,14.2,40811.09,0.8659,Very High
48.47,2.54,7.81,2791.59,0.4051,Low
48.2,4.62,4.47,1144.24,0.3543,Low
75.59,9.1,11.74,16109.46,0.7448,High
70.12,10.23,13.53,12228.46,0.7376,High
66.99,7.07,10.2,8394.06,0.6308,Medium
73.7,7.26,15.22,16453.14,0.7509,High
57.72,6.55,10.63,3171.45,0.5378,Low
67.37,5.93,9.9,6753.85,0.603,Medium
63.44,4.89,9.24,8632.73,0.5737,Medium
71.82,9.91,12.48,21280.49,0.7589,High
70.6,11.93,15.12,28316.52,0.8157,Very High
66.84,7.02,8.5,3523.88,0.5669,Medium
68.57,8.46,14.25,26639.94,0.7532,High
72.38,10.41,10.98,27377.92,0.7637,High
44.53,4.0,6.69,620.81,0.3215,Low
82.1,12.72,17.07,74661.32,0.95,Very High
79.69,10.04,16.87,76186.63,0.9036,Very High
60.98,6.35,10.94,4415.89,0.5708,Medium
66.58,6.49,10.59,4295.26,0.5923,Medium
66.5,6.64,11.28,9114.65,0.6389,Medium
58.87,2.76,8.39,1949.36,0.4435,Low
79.17,13.79,15.62,33188.23,0.8934,Very High
64.44,4.84,9.66,3718.9,0.5434,Low
75.5,10.74,12.21,29057.37,0.799,High
72.27,9.29,14.08,13799.23,0.7486,High
80.32,11.05,14.2,79621.6,0.8912,Very High
77.37,12.18,18.13,50957.29,0.9098,Very High
56.39,6.08,8.02,4306.63,0.5134,Low
53.36,3.99,5.2,2856.43,0.4162,Low
74.85,12.56,15.5,42907.32,0.8689,Very High
52.36,1.52,8.33,374.89,0.3038,Low
48.66,1.58,4.35,2722.92,0.3368,Low
71.09,9.46,11.96,30443.91,0.7604,High
50.95,2.8,7.74,1517.0,0.3922,Low
83.31,9.76,14.37,49975.86,0.8717,Very High
74.69,8.69,13.28,27480.43,0.7776,High
53.91,2.42,7.29,3460.25,0.4292,Low
67.3,7.18,11.19,12478.88,0.6634,Medium
66.12,6.25,10.75,9219.46,0.6264,Medium
82.7,10.85,15.34,30754.84,0.8696,Very High
46.45,2.66,7.33,377.23,0.2879,Low
78.85,12.68,17.46,69343.31,0.9329,Very High
67.11,3.75,7.22,7070.95,0.5334,Low
83.47,11.62,15.31,34273.91,0.8878,Very High
46.76,2.24,8.0,2444.46,0.3893,Low
74.46,6.67,12.13,20761.24,0.7228,High
80.8,14.05,16.9,64411.55,0.9498,Very High
62.76,7.32,11.74,4196.46,0.5961,Medium
83.39,11.78,17.9,67408.14,0.9487,Very High
76.66,11.06,14.77,37446.91,0.847,Very High
74.75,12.8,17.35,60866.18,0.905,Very High
64.23,6.49,11.18,3806.62,0.5819,Medium
76.41,11.74,15.6,39136.92,0.8641,Very High
77.85,10.66,17.32,41622.64,0.8785,Very High
59.93,7.54,9.65,5449.28,0.5776,Medium
75.5,10.02,16.39,60591.7,0.8672,Very High
76.61,13.26,15.39,29458.35,0.8664,Very High
85.45,14.46,15.25,57759.75,0.9545,Very High
60.54,1.02,5.21,3419.49,0.3902,Low
79.62,12.13,15.85,45836.11,0.895,Very High
75.81,10.99,15.83,74624.48,0.8843,Very High
74.51,9.38,10.04,24772.51,0.7447,High
49.69,4.73,4.36,3169.55,0.4052,Low
62.95,2.76,5.63,2497.51,0.4306,Low
77.25,15.0,17.18,61989.45,0.942,Very High
69.5,7.83,10.59,6055.85,0.6398,Medium
68.81,9.36,12.1,14871.78,0.7164,High
61.06,2.06,8.13,838.01,0.391,Low
65.68,4.11,11.31,3984.46,0.561,Medium
86.34,10.62,14.96,49745.44,0.897,Very High
60.36,6.14,12.38,3881.26,0.5731,Medium
51.44,5.22,7.62,1981.1,0.4382,Low
62.45,4.58,9.17,4985.94,0.5396,Low
78.86,11.55,16.0,61131.33,0.8995,Very High
58.89,7.08,9.39,10554.4,0.5937,Medium
84.31,10.89,16.95,57170.78,0.9249,Very High
51.93,3.61,9.45,980.57,0.4018,Low
71.14,10.29,14.03,12669.05,0.7499,High
54.96,3.76,7.83,2007.42,0.4372,Low
83.88,12.47,16.81,49321.69,0.9331,Very High
45.26,2.58,6.15,2637.04,0.3668,Low
65.21,6.01,9.14,7191.83,0.5887,Medium
62.43,5.99,8.7,6499.9,0.5664,Medium
59.46,4.79,7.8,7487.55,0.5301,Low
72.76,8.6,14.24,18399.64,0.7584,High
68.67,12.24,13.25,20953.34,0.777,High
65.31,6.75,8.59,9344.46,0.6051,Medium
66.29,6.55,9.17,4962.84,0.5835,Medium
75.73,10.16,12.11,27183.32,0.7884,High
54.59,4.98,7.86,1866.83,0.4488,Low
84.51,13.26,18.01,68112.53,0.9731,Very High
56.42,5.18,9.51,3291.48,0.5055,Low
66.93,6.8,9.02,4077.99,0.5779,Medium
69.22,6.64,7.78,6881.7,0.596,Medium
66.1,7.0,11.99,10637.11,0.6566,Medium
75.14,8.96,14.03,25107.26,0.787,High
48.94,3.42,5.0,2329.83,0.377,Low
59.74,5.99,12.65,8828.03,0.6109,Medium
60.13,1.73,8.64,2811.76,0.4525,Low
82.31,13.37,15.36,57608.06,0.9295,Very High
60.91,5.23,11.43,3897.58,0.5554,Medium
73.35,8.06,11.2,21420.58,0.728,High
45.26,1.82,4.42,1155.66,0.2976,Low
64.47,7.35,9.17,3674.14,0.571,Medium
56.43,3.11,2.68,592.84,0.2993,Low
87.02,10.46,16.16,36681.43,0.8927,Very High
69.86,8.82,11.85,25242.42,0.7364,High
70.43,8.36,13.58,29599.23,0.759,High
68.19,3.0,9.26,9264.56,0.5658,Medium
77.38,12.18,14.86,53155.77,0.8816,Very High
73.23,13.52,15.89,59293.88,0.89,Very High
57.6,7.7,9.86,2442.4,0.529,Low
64.44,6.88,7.78,8336.58,0.5882,Medium
80.21,13.66,18.09,61306.32,0.9503,Very High
81.27,11.4,16.0,45326.87,0.8954,Very High
55.22,3.72,3.96,1609.32,0.3761,Low
55.47,3.37,4.61,1024.04,0.3585,Low
77.81,10.71,15.85,31822.51,0.8515,Very High
47.21,4.58,5.68,2339.04,0.3955,Low
78.86,11.46,15.96,71899.36,0.9055,Very High
81.62,10.88,16.56,60345.21,0.9103,Very High
66.36,7.7,9.47,8167.46,0.627,Medium
66.94,7.51,13.61,26948.12,0.7266,High
53.6,1.48,4.08,2229.56,0.3404,Low
70.3,7.23,13.22,22016.68,0.7265,High
50.3,3.12,7.09,1987.46,0.3986,Low
46.2,4.51,5.81,514.32,0.3144,Low
67.49,8.17,11.12,33667.42,0.72,High
61.11,5.22,9.73,6450.59,0.5614,Medium
76.63,9.24,10.0,24253.6,0.7508,High
77.58,13.61,16.53,67138.96,0.9265,Very High
63.35,8.45,11.01,10099.18,0.6487,Medium
60.66,4.66,10.25,3365.16,0.5268,Low
71.14,9.13,11.15,28192.96,0.744,High
65.35,6.0,8.89,5376.93,0.5726,Medium
74.13,7.26,11.46,11100.46,0.6924,Medium
58.93,3.39,3.73,2014.82,0.389,Low
65.79,8.15,12.59,14535.55,0.6905,Medium
64.63,5.07,9.97,8028.44,0.5875,Medium
61.73,7.55,10.21,11182.39,0.6255,Medium
83.81,10.89,15.36,69393.98,0.915,Very High
59.21,1.56,9.44,2979.27,0.4597,Low
72.01,9.43,13.07,12393.67,0.7335,High
67.7,5.79,10.44,9573.02,0.6251,Medium
71.28,7.31,7.24,3054.27,0.5659,Medium
73.12,8.38,11.91,26864.03,0.7497,High
70.25,7.21,9.94,2765.54,0.5851,Medium
72.04,9.84,13.86,18283.04,0.7658,High
70.47,8.45,13.89,21300.67,0.7487,High
